row_id,sepal_length,sepal_width,petal_length,petal_width
IRIS-SCORE-07294,5.888,3.112,4.344,1.461
IRIS-SCORE-07295,7.212,2.646,6.386,1.811
IRIS-SCORE-07296,5.211,3.125,4.251,1.476
IRIS-SCORE-07297,6.454,2.548,5.163,1.95
IRIS-SCORE-07298,6.419,2.323,4.593,1.196
IRIS-SCORE-07299,6.35,2.738,4.512,1.431
IRIS-SCORE-07300,5.822,2.375,4.366,1.271
IRIS-SCORE-07301,8.119,3.325,6.823,1.93
IRIS-SCORE-07302,6.94,2.943,5.85,2.354
IRIS-SCORE-07303,6.663,3.152,5.823,2.446
IRIS-SCORE-07304,5.633,2.354,3.916,1.207
IRIS-SCORE-07305,6.943,2.795,5.777,1.533
IRIS-SCORE-07306,7.01,3.253,4.97,1.648
IRIS-SCORE-07307,6.177,2.657,5.321,1.72
IRIS-SCORE-07308,6.383,3.042,5.553,2.235
IRIS-SCORE-07309,7.598,3.176,5.935,1.971
IRIS-SCORE-07310,5.881,3.357,4.633,1.67
IRIS-SCORE-07311,6.92,3.142,5.019,1.702
IRIS-SCORE-07312,6.883,2.603,5.093,1.561
IRIS-SCORE-07313,6.407,3.122,3.956,1.353
IRIS-SCORE-07314,7.344,3.552,6.148,2.224
IRIS-SCORE-07315,6.085,2.379,4.244,1.249
IRIS-SCORE-07316,6.557,3.016,5.364,1.969
IRIS-SCORE-07317,6.967,3.006,6.299,2.394
IRIS-SCORE-07318,5.403,2.778,4.506,1.383
IRIS-SCORE-07319,6.554,2.874,4.833,1.479
IRIS-SCORE-07320,5.885,2.901,4.417,1.431
IRIS-SCORE-07321,6.324,3.032,4.285,1.291
IRIS-SCORE-07322,6.417,2.611,5.702,2.203
IRIS-SCORE-07323,5.787,3.347,5.112,1.87
IRIS-SCORE-07324,6.397,2.668,5.266,1.905
IRIS-SCORE-07325,5.799,3.388,5.373,2.53
IRIS-SCORE-07326,7.587,2.79,6.208,1.889
IRIS-SCORE-07327,7.597,3.602,5.792,2.274
IRIS-SCORE-07328,5.943,2.862,5.402,2.079
IRIS-SCORE-07329,5.204,2.649,4.078,1.209
IRIS-SCORE-07330,6.379,3.33,5.398,2.047
IRIS-SCORE-07331,5.384,2.739,3.683,1.247
IRIS-SCORE-07332,6.4,2.985,5.198,1.847
IRIS-SCORE-07333,4.933,1.855,3.449,0.932
IRIS-SCORE-07334,6.01,3.088,4.148,1.342
IRIS-SCORE-07335,5.587,2.93,4.941,1.88
IRIS-SCORE-07336,6.585,2.95,5.815,2.049
IRIS-SCORE-07337,6.756,3.179,5.501,2.276
IRIS-SCORE-07338,5.996,2.548,5.191,1.764
IRIS-SCORE-07339,6.729,2.727,5.641,1.724
IRIS-SCORE-07340,6.583,3.266,4.654,1.677
IRIS-SCORE-07341,5.804,2.373,4.367,1.251
IRIS-SCORE-07342,7.019,2.951,6.328,1.847
IRIS-SCORE-07343,5.969,3.096,4.817,1.641
IRIS-SCORE-07344,5.685,2.812,5.013,1.938
IRIS-SCORE-07345,6.67,2.375,4.198,1.129
IRIS-SCORE-07346,5.642,2.944,4.318,1.456
IRIS-SCORE-07347,6.037,3.12,4.311,1.533
IRIS-SCORE-07348,6.495,2.973,5.382,1.84
IRIS-SCORE-07349,6.589,2.64,6.093,1.835
IRIS-SCORE-07350,6.518,2.586,4.571,1.223
IRIS-SCORE-07351,6.497,3.311,4.916,1.754
IRIS-SCORE-07352,5.861,3.199,4.403,1.482
IRIS-SCORE-07353,5.111,2.904,4.991,2.232
IRIS-SCORE-07354,5.708,3.001,4.61,2.237
IRIS-SCORE-07355,6.657,2.947,5.815,1.541
IRIS-SCORE-07356,6.061,2.432,4.246,1.382
IRIS-SCORE-07357,6.304,2.904,5.134,2.207
IRIS-SCORE-07358,6.402,2.623,5.722,2.04
IRIS-SCORE-07359,7.357,3.223,6.136,2.241
IRIS-SCORE-07360,7.242,2.75,6.088,1.918
IRIS-SCORE-07361,6.675,3.258,5.633,1.999
IRIS-SCORE-07362,5.797,2.877,5.158,2.005
IRIS-SCORE-07363,5.637,2.507,4.296,1.295
IRIS-SCORE-07364,6.014,3.221,4.541,1.515
IRIS-SCORE-07365,5.941,2.816,4.991,2.325
IRIS-SCORE-07366,6.356,2.85,4.796,1.156
IRIS-SCORE-07367,6.969,2.927,5.808,1.877
IRIS-SCORE-07368,5.885,2.993,4.477,1.402
IRIS-SCORE-07369,7.19,2.702,5.604,1.817
IRIS-SCORE-07370,5.995,2.487,5.227,1.91
IRIS-SCORE-07371,5.688,2.5,4.617,1.445
IRIS-SCORE-07372,6.906,3.27,4.315,1.389
IRIS-SCORE-07373,4.812,3.001,4.547,1.938
IRIS-SCORE-07374,5.811,2.851,3.983,1.374
IRIS-SCORE-07375,5.948,3.058,4.89,1.788
IRIS-SCORE-07376,5.984,2.828,4.64,1.361
IRIS-SCORE-07377,6.785,2.67,6.117,1.549
IRIS-SCORE-07378,6.109,2.877,4.586,1.439
IRIS-SCORE-07379,5.88,2.607,3.95,1.224
IRIS-SCORE-07380,7.774,3.136,6.362,1.952
IRIS-SCORE-07381,8.247,3.324,6.499,2.316
IRIS-SCORE-07382,5.475,2.568,3.919,1.369
IRIS-SCORE-07383,6.656,2.955,4.713,1.524
IRIS-SCORE-07384,7.235,2.942,5.79,1.961
IRIS-SCORE-07385,5.635,2.749,4.347,1.326
IRIS-SCORE-07386,5.976,2.988,5.262,2.144
IRIS-SCORE-07387,6.133,3.138,4.462,1.563
IRIS-SCORE-07388,6.235,2.484,5.832,1.841
IRIS-SCORE-07389,6.399,3.045,4.615,1.499
IRIS-SCORE-07390,6.059,2.956,5.448,2.154
IRIS-SCORE-07391,5.806,2.775,5.029,2.22
IRIS-SCORE-07392,6.155,2.657,4.1,1.204
IRIS-SCORE-07393,6.446,3.09,5.629,2.231
IRIS-SCORE-07394,7.361,3.182,5.872,1.716
IRIS-SCORE-07395,6.354,3.162,5.515,2.353
IRIS-SCORE-07396,5.008,2.461,3.898,1.384
IRIS-SCORE-07397,5.718,2.671,4.756,1.406
IRIS-SCORE-07398,7.534,2.411,6.75,1.847
IRIS-SCORE-07399,5.635,2.702,4.438,1.489
IRIS-SCORE-07400,6.95,2.922,5.577,2.069
IRIS-SCORE-07401,5.523,2.503,3.849,1.191
IRIS-SCORE-07402,5.398,2.789,3.69,1.325
IRIS-SCORE-07403,6.817,3.448,5.728,1.966
IRIS-SCORE-07404,6.401,2.984,4.395,1.043
IRIS-SCORE-07405,6.019,2.962,4.569,1.437
IRIS-SCORE-07406,7.138,3.11,5.911,1.695
IRIS-SCORE-07407,6.063,3.204,4.438,1.422
IRIS-SCORE-07408,6.371,3.002,5.82,2.058
IRIS-SCORE-07409,6.013,2.597,4.973,2.082
IRIS-SCORE-07410,5.879,2.526,3.948,1.102
IRIS-SCORE-07411,5.872,2.963,5.458,2.377
IRIS-SCORE-07412,6.385,2.633,5.874,2.332
IRIS-SCORE-07413,5.816,2.726,4.372,1.451
IRIS-SCORE-07414,5.191,2.773,4.083,1.311
IRIS-SCORE-07415,6.694,2.638,4.708,1.464
IRIS-SCORE-07416,6.436,3.119,5.223,2.025
IRIS-SCORE-07417,6.543,2.747,5.242,2.036
IRIS-SCORE-07418,6.696,2.817,5.416,2.137
IRIS-SCORE-07419,6.013,2.866,5.483,2.052
IRIS-SCORE-07420,6.329,3.009,4.68,1.965
IRIS-SCORE-07421,6.126,2.69,4.483,1.392
IRIS-SCORE-07422,5.642,3.307,4.099,1.298
IRIS-SCORE-07423,7.592,3.07,6.373,2.257
IRIS-SCORE-07424,6.456,2.851,5.577,2.245
IRIS-SCORE-07425,5.656,2.665,4.848,1.715
IRIS-SCORE-07426,6.475,3.332,4.99,1.472
IRIS-SCORE-07427,6.3,2.557,4.465,1.186
IRIS-SCORE-07428,6.377,3.15,4.848,2.164
IRIS-SCORE-07429,6.353,2.546,4.13,1.295
IRIS-SCORE-07430,6.285,2.525,5.362,1.893
IRIS-SCORE-07431,5.619,2.75,4.265,1.055
IRIS-SCORE-07432,6.436,3.06,4.904,1.565
IRIS-SCORE-07433,6.593,2.934,5.808,2.466
IRIS-SCORE-07434,5.908,2.811,4.159,1.504
IRIS-SCORE-07435,6.023,3.039,4.171,1.35
IRIS-SCORE-07436,6.614,2.947,4.505,1.328
IRIS-SCORE-07437,5.477,2.967,4.0,1.344
IRIS-SCORE-07438,6.949,3.182,6.125,2.03
IRIS-SCORE-07439,6.059,2.8,4.273,1.42
IRIS-SCORE-07440,6.815,2.974,5.413,1.731
IRIS-SCORE-07441,6.783,3.009,5.783,2.273
IRIS-SCORE-07442,7.903,3.579,6.756,2.559
IRIS-SCORE-07443,6.85,3.337,5.657,2.18
IRIS-SCORE-07444,5.77,2.493,4.301,1.186
IRIS-SCORE-07445,6.863,2.35,5.503,2.14
IRIS-SCORE-07446,6.086,2.648,4.443,1.319
IRIS-SCORE-07447,6.979,3.261,5.716,2.55
IRIS-SCORE-07448,6.019,2.679,5.016,1.864
IRIS-SCORE-07449,7.098,2.929,5.675,1.817
IRIS-SCORE-07450,5.464,2.567,3.666,1.122
IRIS-SCORE-07451,6.558,2.386,4.252,1.24
IRIS-SCORE-07452,7.419,3.146,6.238,2.375
IRIS-SCORE-07453,8.192,3.265,6.857,1.987
IRIS-SCORE-07454,7.582,2.713,6.297,2.118
IRIS-SCORE-07455,6.581,3.048,4.721,1.261
IRIS-SCORE-07456,4.931,2.387,3.756,1.289
IRIS-SCORE-07457,6.044,2.411,4.547,1.37
IRIS-SCORE-07458,5.656,2.046,3.878,1.062
IRIS-SCORE-07459,7.752,3.012,6.424,2.113
IRIS-SCORE-07460,5.583,2.305,5.023,1.748
IRIS-SCORE-07461,5.685,2.444,3.061,1.041
IRIS-SCORE-07462,7.156,3.4,4.466,1.363
IRIS-SCORE-07463,5.733,2.3,4.78,1.991
IRIS-SCORE-07464,5.096,2.908,4.249,1.705
IRIS-SCORE-07465,7.114,3.267,5.848,2.138
IRIS-SCORE-07466,6.354,2.695,4.259,1.339
IRIS-SCORE-07467,6.285,3.057,5.071,1.755
IRIS-SCORE-07468,6.593,3.045,5.567,2.103
IRIS-SCORE-07469,5.044,2.819,4.624,2.008
IRIS-SCORE-07470,5.165,2.208,3.449,1.083
IRIS-SCORE-07471,6.286,3.349,5.745,2.126
IRIS-SCORE-07472,5.161,2.505,3.553,1.283
IRIS-SCORE-07473,7.034,2.438,6.039,1.616
IRIS-SCORE-07474,5.319,2.641,4.573,2.108
IRIS-SCORE-07475,5.087,2.953,3.708,1.202
IRIS-SCORE-07476,6.772,2.741,5.62,1.784
IRIS-SCORE-07477,5.958,3.107,5.333,1.728
IRIS-SCORE-07478,6.07,2.932,5.306,2.258
IRIS-SCORE-07479,6.621,3.155,5.776,1.9
IRIS-SCORE-07480,6.552,2.815,4.407,1.512
IRIS-SCORE-07481,6.48,2.857,5.366,1.531
IRIS-SCORE-07482,5.696,3.08,3.913,1.285
IRIS-SCORE-07483,6.52,3.068,4.662,1.503
IRIS-SCORE-07484,6.552,2.701,5.2,1.559
IRIS-SCORE-07485,6.207,2.526,4.226,1.186
IRIS-SCORE-07486,7.262,3.479,6.414,1.976
IRIS-SCORE-07487,5.46,1.983,4.027,1.081
IRIS-SCORE-07488,6.488,3.272,5.339,2.252
IRIS-SCORE-07489,6.562,2.991,5.013,1.426
IRIS-SCORE-07490,6.147,3.146,4.741,1.642
IRIS-SCORE-07491,6.117,2.925,4.724,1.33
IRIS-SCORE-07492,5.849,2.593,3.907,1.16
IRIS-SCORE-07493,5.898,2.791,4.989,1.769
IRIS-SCORE-07494,6.476,2.822,4.715,1.466
IRIS-SCORE-07495,5.431,2.982,4.279,1.538
IRIS-SCORE-07496,5.548,2.868,4.628,1.884
IRIS-SCORE-07497,5.408,2.708,4.505,2.077
IRIS-SCORE-07498,4.729,2.784,3.621,1.228
IRIS-SCORE-07499,7.277,2.943,6.315,2.12
IRIS-SCORE-07500,7.029,2.971,5.871,1.948
IRIS-SCORE-07501,6.857,2.902,5.785,1.741
IRIS-SCORE-07502,6.357,3.19,4.424,1.527
IRIS-SCORE-07503,6.632,2.942,5.821,2.277
IRIS-SCORE-07504,6.212,2.654,4.87,1.348
IRIS-SCORE-07505,5.608,2.437,4.843,1.826
IRIS-SCORE-07506,6.598,2.861,5.943,2.222
IRIS-SCORE-07507,5.911,2.539,4.267,1.393
IRIS-SCORE-07508,6.214,2.826,4.791,1.153
IRIS-SCORE-07509,6.048,3.075,5.339,2.296
IRIS-SCORE-07510,7.392,3.107,6.135,1.995
IRIS-SCORE-07511,6.06,2.591,4.957,1.702
IRIS-SCORE-07512,6.637,3.162,5.431,2.038
IRIS-SCORE-07513,5.632,2.627,4.091,1.156
IRIS-SCORE-07514,6.208,2.339,4.946,1.394
IRIS-SCORE-07515,5.236,2.759,4.034,1.17
IRIS-SCORE-07516,5.503,2.754,3.923,1.384
IRIS-SCORE-07517,5.364,2.647,4.845,1.548
IRIS-SCORE-07518,7.448,3.608,6.187,2.208
IRIS-SCORE-07519,6.277,2.727,5.451,1.955
IRIS-SCORE-07520,6.405,2.789,4.174,1.362
IRIS-SCORE-07521,6.842,2.831,5.498,1.465
IRIS-SCORE-07522,6.405,2.72,3.873,1.178
IRIS-SCORE-07523,6.401,2.652,5.528,2.008
IRIS-SCORE-07524,6.124,2.098,4.034,1.132
IRIS-SCORE-07525,6.273,2.95,5.168,1.851
IRIS-SCORE-07526,6.508,2.595,5.456,1.796
IRIS-SCORE-07527,6.888,3.087,4.883,1.446
IRIS-SCORE-07528,6.751,3.09,5.172,1.676
IRIS-SCORE-07529,6.003,2.345,5.334,1.684
IRIS-SCORE-07530,6.038,2.919,4.686,1.387
IRIS-SCORE-07531,6.678,2.827,5.584,2.002
IRIS-SCORE-07532,7.156,2.597,6.105,1.694
IRIS-SCORE-07533,5.897,2.93,4.546,1.366
IRIS-SCORE-07534,5.491,2.854,5.034,1.905
IRIS-SCORE-07535,5.023,2.645,3.96,1.123
IRIS-SCORE-07536,6.647,3.306,6.116,1.979
IRIS-SCORE-07537,5.681,2.674,4.367,1.457
IRIS-SCORE-07538,6.445,2.373,5.184,1.505
IRIS-SCORE-07539,6.643,2.774,4.769,1.647
IRIS-SCORE-07540,5.511,2.439,4.982,1.8
IRIS-SCORE-07541,5.864,2.53,4.429,1.281
IRIS-SCORE-07542,6.683,3.458,5.8,2.257
IRIS-SCORE-07543,5.398,2.522,3.885,1.307
IRIS-SCORE-07544,6.632,2.428,5.509,1.83
IRIS-SCORE-07545,6.178,2.927,5.488,2.419
IRIS-SCORE-07546,5.08,2.447,3.429,1.148
IRIS-SCORE-07547,6.538,3.394,5.518,1.953
IRIS-SCORE-07548,6.935,2.554,5.446,2.045
IRIS-SCORE-07549,6.234,2.757,4.541,1.232
IRIS-SCORE-07550,6.487,3.077,4.588,1.356
IRIS-SCORE-07551,5.808,3.005,4.207,1.351
IRIS-SCORE-07552,5.828,2.57,4.277,1.341
IRIS-SCORE-07553,5.043,2.055,3.871,1.347
IRIS-SCORE-07554,6.664,3.273,5.73,1.713
IRIS-SCORE-07555,6.262,2.585,4.23,1.001
IRIS-SCORE-07556,7.003,2.475,5.999,1.732
IRIS-SCORE-07557,5.956,2.695,4.839,2.051
IRIS-SCORE-07558,5.376,2.868,3.688,1.133
IRIS-SCORE-07559,7.365,3.019,6.42,2.269
IRIS-SCORE-07560,7.871,2.96,6.448,2.199
IRIS-SCORE-07561,5.886,2.78,4.32,1.42
IRIS-SCORE-07562,5.78,2.657,4.354,1.152
IRIS-SCORE-07563,6.029,2.94,5.137,1.742
IRIS-SCORE-07564,5.667,2.016,4.077,1.069
IRIS-SCORE-07565,6.928,3.331,6.334,2.52
IRIS-SCORE-07566,6.618,2.345,5.207,1.74
IRIS-SCORE-07567,5.939,2.931,4.347,1.575
IRIS-SCORE-07568,6.285,2.491,4.601,1.481
IRIS-SCORE-07569,5.591,2.802,4.436,1.326
IRIS-SCORE-07570,6.798,2.645,5.713,2.108
IRIS-SCORE-07571,6.973,2.909,5.268,1.725
IRIS-SCORE-07572,5.22,2.703,4.568,2.225
IRIS-SCORE-07573,6.79,2.668,5.662,1.722
IRIS-SCORE-07574,5.739,2.586,4.408,1.413
IRIS-SCORE-07575,5.872,2.933,4.277,1.248
IRIS-SCORE-07576,6.537,2.928,4.603,1.366
IRIS-SCORE-07577,5.335,2.63,3.604,1.311
IRIS-SCORE-07578,6.99,3.109,5.522,1.866
IRIS-SCORE-07579,4.898,2.67,4.691,2.169
IRIS-SCORE-07580,7.383,3.546,6.06,2.112
IRIS-SCORE-07581,7.183,2.585,5.888,2.019
IRIS-SCORE-07582,6.088,2.582,4.273,1.087
IRIS-SCORE-07583,5.481,2.758,3.936,1.401
IRIS-SCORE-07584,5.327,2.231,4.411,1.88
IRIS-SCORE-07585,6.215,2.621,5.761,2.048
IRIS-SCORE-07586,6.601,2.536,6.003,1.866
IRIS-SCORE-07587,5.826,3.236,4.325,1.63
IRIS-SCORE-07588,6.717,3.107,5.952,2.338
IRIS-SCORE-07589,6.083,3.101,5.299,1.956
IRIS-SCORE-07590,7.27,3.031,5.884,1.961
IRIS-SCORE-07591,7.613,3.306,6.619,2.39
IRIS-SCORE-07592,6.187,2.764,4.658,1.393
IRIS-SCORE-07593,5.737,3.169,4.15,1.272
IRIS-SCORE-07594,5.174,2.249,4.147,0.926
IRIS-SCORE-07595,5.394,2.955,4.235,1.635
IRIS-SCORE-07596,6.389,2.145,5.56,1.939
IRIS-SCORE-07597,5.841,2.838,4.524,1.532
IRIS-SCORE-07598,5.929,3.461,4.793,2.046
IRIS-SCORE-07599,6.433,3.091,5.267,2.088
IRIS-SCORE-07600,5.642,2.371,4.004,1.205
IRIS-SCORE-07601,5.526,2.729,4.464,1.434
IRIS-SCORE-07602,6.694,2.824,5.214,1.498
IRIS-SCORE-07603,6.698,2.595,5.815,1.848
IRIS-SCORE-07604,5.9,2.85,4.36,1.656
IRIS-SCORE-07605,7.957,3.583,6.836,2.008
IRIS-SCORE-07606,6.485,3.079,4.296,1.251
IRIS-SCORE-07607,5.917,2.622,4.208,1.33
IRIS-SCORE-07608,5.877,2.619,5.107,1.58
IRIS-SCORE-07609,5.68,2.759,4.269,1.278
IRIS-SCORE-07610,6.206,3.321,4.892,1.699
IRIS-SCORE-07611,5.797,2.853,3.807,1.162
IRIS-SCORE-07612,6.207,3.116,5.148,1.69
IRIS-SCORE-07613,7.817,3.312,6.708,2.553
IRIS-SCORE-07614,6.258,3.03,4.329,1.344
IRIS-SCORE-07615,5.93,2.632,4.925,1.769
IRIS-SCORE-07616,6.31,2.932,5.232,2.105
IRIS-SCORE-07617,7.085,3.105,5.969,2.381
IRIS-SCORE-07618,6.743,3.315,6.248,1.714
IRIS-SCORE-07619,5.036,2.459,4.024,1.281
IRIS-SCORE-07620,5.577,3.043,3.91,1.359
IRIS-SCORE-07621,5.719,2.792,3.998,1.347
IRIS-SCORE-07622,5.929,2.57,4.17,1.095
IRIS-SCORE-07623,5.908,2.631,5.024,2.077
IRIS-SCORE-07624,5.691,2.751,3.327,1.034
IRIS-SCORE-07625,6.627,3.015,5.414,1.848
IRIS-SCORE-07626,6.144,2.595,5.072,1.669
IRIS-SCORE-07627,6.832,2.764,5.756,1.931
IRIS-SCORE-07628,5.294,2.689,3.766,1.166
IRIS-SCORE-07629,6.04,2.819,5.521,1.785
IRIS-SCORE-07630,5.652,2.887,4.401,1.364
IRIS-SCORE-07631,6.793,3.005,5.932,1.858
IRIS-SCORE-07632,6.717,2.818,5.75,2.154
IRIS-SCORE-07633,6.502,2.904,4.551,1.506
IRIS-SCORE-07634,6.604,3.499,5.104,2.285
IRIS-SCORE-07635,6.188,2.719,4.163,1.236
IRIS-SCORE-07636,5.623,2.612,4.836,1.652
IRIS-SCORE-07637,6.298,2.552,5.327,1.684
IRIS-SCORE-07638,6.963,3.235,6.157,2.403
IRIS-SCORE-07639,6.775,2.931,5.435,1.668
IRIS-SCORE-07640,6.942,3.567,6.079,2.217
IRIS-SCORE-07641,7.143,3.216,5.807,2.15
IRIS-SCORE-07642,5.014,2.159,3.75,1.168
IRIS-SCORE-07643,6.198,2.493,5.496,1.837
IRIS-SCORE-07644,5.12,2.737,3.872,1.369
IRIS-SCORE-07645,6.675,3.596,5.484,2.18
IRIS-SCORE-07646,6.206,2.785,4.919,1.551
IRIS-SCORE-07647,6.153,2.9,4.289,2.086
IRIS-SCORE-07648,5.979,2.214,4.289,1.158
IRIS-SCORE-07649,5.628,3.032,4.036,1.266
IRIS-SCORE-07650,6.708,3.108,5.946,2.244
IRIS-SCORE-07651,6.842,2.591,5.515,2.014
IRIS-SCORE-07652,5.791,2.652,4.201,1.376
IRIS-SCORE-07653,7.187,3.257,6.152,2.083
IRIS-SCORE-07654,5.631,2.827,3.675,1.101
IRIS-SCORE-07655,5.877,2.493,3.619,1.246
IRIS-SCORE-07656,6.713,3.18,5.151,1.683
IRIS-SCORE-07657,5.725,2.584,3.633,1.14
IRIS-SCORE-07658,6.472,2.798,4.064,1.395
IRIS-SCORE-07659,6.56,2.979,5.72,1.551
IRIS-SCORE-07660,4.917,2.801,3.94,1.26
IRIS-SCORE-07661,5.312,2.832,4.92,1.959
IRIS-SCORE-07662,5.098,2.691,3.43,1.288
IRIS-SCORE-07663,5.411,2.639,4.884,2.564
IRIS-SCORE-07664,6.722,2.779,5.93,2.262
IRIS-SCORE-07665,5.674,2.991,4.934,1.578
IRIS-SCORE-07666,6.62,2.974,5.162,1.961
IRIS-SCORE-07667,5.895,2.759,4.331,1.266
IRIS-SCORE-07668,7.336,3.459,6.473,2.63
IRIS-SCORE-07669,7.089,3.42,6.177,2.508
IRIS-SCORE-07670,7.152,3.05,5.944,1.939
IRIS-SCORE-07671,6.871,2.864,5.975,2.149
IRIS-SCORE-07672,6.464,2.872,4.343,1.322
IRIS-SCORE-07673,6.742,3.292,5.559,1.784
IRIS-SCORE-07674,5.225,2.391,4.865,2.006
IRIS-SCORE-07675,7.641,3.395,6.641,2.451
IRIS-SCORE-07676,6.46,3.378,4.792,1.628
IRIS-SCORE-07677,6.176,3.18,4.754,2.001
IRIS-SCORE-07678,7.079,2.977,6.038,1.736
IRIS-SCORE-07679,5.491,2.785,3.652,1.283
IRIS-SCORE-07680,5.919,2.625,4.114,1.288
IRIS-SCORE-07681,6.65,3.227,5.394,2.032
IRIS-SCORE-07682,7.044,3.259,6.013,2.545
IRIS-SCORE-07683,6.52,3.031,5.404,2.109
IRIS-SCORE-07684,5.832,2.767,4.488,1.403
IRIS-SCORE-07685,5.894,3.139,5.058,2.241
IRIS-SCORE-07686,6.522,3.557,5.575,2.409
IRIS-SCORE-07687,5.846,2.557,3.82,1.298
IRIS-SCORE-07688,7.438,2.783,5.901,1.954
IRIS-SCORE-07689,6.167,2.905,4.283,1.469
IRIS-SCORE-07690,5.844,2.576,4.174,1.272
IRIS-SCORE-07691,6.184,2.886,5.494,2.434
IRIS-SCORE-07692,6.335,3.023,4.388,1.408
IRIS-SCORE-07693,6.324,2.849,5.318,2.118
IRIS-SCORE-07694,6.236,2.807,4.407,1.086
IRIS-SCORE-07695,7.517,2.024,6.421,1.647
IRIS-SCORE-07696,7.023,3.06,5.948,1.577
IRIS-SCORE-07697,5.428,2.875,3.841,1.295
IRIS-SCORE-07698,5.321,2.532,3.874,1.267
IRIS-SCORE-07699,7.109,2.824,4.551,1.285
IRIS-SCORE-07700,6.381,3.562,5.237,2.23
IRIS-SCORE-07701,6.032,2.67,4.331,1.512
IRIS-SCORE-07702,6.408,2.752,5.283,1.74
IRIS-SCORE-07703,6.479,3.02,5.371,2.288
IRIS-SCORE-07704,6.359,3.026,5.517,1.935
IRIS-SCORE-07705,6.297,3.052,4.91,1.456
IRIS-SCORE-07706,5.803,1.986,4.349,1.15
IRIS-SCORE-07707,4.909,2.253,3.436,0.944
IRIS-SCORE-07708,5.888,2.312,4.907,1.345
IRIS-SCORE-07709,6.466,2.951,4.407,1.323
IRIS-SCORE-07710,5.93,2.626,4.375,1.376
IRIS-SCORE-07711,5.517,3.11,3.764,1.3
IRIS-SCORE-07712,6.885,3.256,5.587,2.264
IRIS-SCORE-07713,6.432,2.586,4.188,1.157
IRIS-SCORE-07714,5.817,3.098,4.307,1.45
IRIS-SCORE-07715,6.696,3.055,4.755,1.573
IRIS-SCORE-07716,5.948,2.838,4.364,1.358
IRIS-SCORE-07717,6.237,3.001,4.552,1.658
IRIS-SCORE-07718,5.662,3.008,4.551,1.586
IRIS-SCORE-07719,6.641,2.599,5.364,1.801
IRIS-SCORE-07720,6.727,2.555,5.359,1.685
IRIS-SCORE-07721,5.359,2.989,4.329,1.343
IRIS-SCORE-07722,6.722,3.206,5.254,1.69
IRIS-SCORE-07723,6.257,3.379,5.494,2.183
IRIS-SCORE-07724,7.634,3.213,5.998,2.552
IRIS-SCORE-07725,6.208,2.941,4.939,1.657
IRIS-SCORE-07726,5.556,3.223,4.081,1.245
IRIS-SCORE-07727,6.292,2.617,4.364,1.539
IRIS-SCORE-07728,5.653,2.588,4.146,1.229
IRIS-SCORE-07729,5.694,2.742,4.168,1.284
IRIS-SCORE-07730,6.315,2.949,4.431,2.005
IRIS-SCORE-07731,6.082,3.109,5.331,2.181
IRIS-SCORE-07732,5.997,3.112,3.763,1.422
IRIS-SCORE-07733,5.704,2.067,3.611,1.211
IRIS-SCORE-07734,6.989,3.21,5.749,1.941
IRIS-SCORE-07735,5.825,2.867,5.414,2.042
IRIS-SCORE-07736,6.193,2.42,5.374,1.453
IRIS-SCORE-07737,6.13,2.452,4.757,1.371
IRIS-SCORE-07738,5.395,2.721,4.392,1.39
IRIS-SCORE-07739,5.974,3.247,5.522,2.568
IRIS-SCORE-07740,7.047,3.588,5.502,1.965
IRIS-SCORE-07741,6.295,3.167,4.481,1.347
IRIS-SCORE-07742,5.631,2.902,5.536,1.843
IRIS-SCORE-07743,5.983,2.391,4.077,1.068
IRIS-SCORE-07744,6.881,2.801,4.899,1.473
IRIS-SCORE-07745,6.943,3.011,5.997,1.958
IRIS-SCORE-07746,6.156,3.026,4.26,1.529
IRIS-SCORE-07747,6.621,2.969,5.034,1.34
IRIS-SCORE-07748,6.534,2.953,5.415,2.11
IRIS-SCORE-07749,6.463,3.001,5.367,2.401
IRIS-SCORE-07750,7.209,3.3,5.688,2.128
IRIS-SCORE-07751,6.23,2.864,4.125,1.409
IRIS-SCORE-07752,6.439,2.809,4.899,1.395
IRIS-SCORE-07753,6.723,3.115,5.652,2.104
IRIS-SCORE-07754,7.631,3.248,6.083,1.926
IRIS-SCORE-07755,7.513,3.476,6.101,2.121
IRIS-SCORE-07756,7.447,3.329,6.206,2.219
IRIS-SCORE-07757,6.978,2.576,5.628,1.719
IRIS-SCORE-07758,7.584,3.393,6.157,2.135
IRIS-SCORE-07759,7.157,2.909,6.111,2.181
IRIS-SCORE-07760,5.551,2.725,4.08,1.172
IRIS-SCORE-07761,7.459,3.134,6.254,1.92
IRIS-SCORE-07762,6.304,2.845,4.521,1.362
IRIS-SCORE-07763,6.563,2.823,4.731,1.456
IRIS-SCORE-07764,6.659,2.731,4.376,1.344
IRIS-SCORE-07765,5.529,2.452,3.661,1.097
IRIS-SCORE-07766,6.763,2.96,5.227,2.074
IRIS-SCORE-07767,5.704,2.469,4.207,1.098
IRIS-SCORE-07768,6.826,3.098,4.618,1.513
IRIS-SCORE-07769,6.962,3.279,4.806,1.605
IRIS-SCORE-07770,6.977,3.255,5.921,2.473
IRIS-SCORE-07771,5.514,2.563,3.935,1.303
IRIS-SCORE-07772,6.724,3.008,5.299,2.43
IRIS-SCORE-07773,5.604,2.508,4.052,1.291
IRIS-SCORE-07774,7.369,2.883,6.005,2.391
