customer_id,snapshot_month,region,acquisition_channel,customer_segment,plan_type,age,tenure_months,household_income,credit_score,monthly_fee,avg_monthly_usage_gb,app_sessions_30d,support_tickets_90d,late_payments_12m,discount_pct,data_overage_charges,competitor_price_index,nps_score
CHURN-SCORE-09013,2026-07,central,referral,student,basic,22,56,23052.98,645,33.88,74.26,19,1,0,5.9,4.13,0.913,53
CHURN-SCORE-09014,2026-08,north,organic,family,basic,31,92,77117.07,721,47.1,83.8,28,1,0,0,4.76,0.905,52
CHURN-SCORE-09015,2026-09,north,paid_search,family,standard,40,41,78798.15,623,63.51,151.83,58,0,1,8.38,6.0,1.031,50
CHURN-SCORE-09016,2026-07,south,organic,small_business,business,44,20,95163.28,784,191.39,307.79,80,0,1,3.14,5.36,1.069,36
CHURN-SCORE-09017,2026-08,east,paid_search,small_business,business,42,53,117058.29,660,190.42,369.27,85,1,0,9.93,19.73,1.157,38
CHURN-SCORE-09018,2026-09,west,partner,family,premium,48,15,94110.89,668,120.29,213.51,43,0,1,0,11.26,0.995,54
CHURN-SCORE-09019,2026-07,north,retail,student,basic,18,26,54612.36,661,28.3,88.56,33,1,1,16.02,9.63,0.98,32
CHURN-SCORE-09020,2026-08,south,organic,small_business,standard,55,47,77219.08,749,85.58,123.16,38,1,1,4.74,4.0,0.991,55
CHURN-SCORE-09021,2026-09,east,paid_search,family,premium,32,13,70491.34,452,72.11,194.28,55,0,1,25.6,3.21,0.925,23
CHURN-SCORE-09022,2026-07,north,referral,young_professional,business,35,31,57029.73,631,129.61,205.81,75,1,0,0.49,0.49,0.986,56
CHURN-SCORE-09023,2026-08,south,paid_search,family,standard,24,19,55214.79,607,53.35,153.96,36,0,2,17.88,8.6,0.901,54
CHURN-SCORE-09024,2026-09,south,retail,small_business,business,59,44,65231.36,621,146.43,293.25,78,1,1,21.83,1.27,1.049,59
CHURN-SCORE-09025,2026-07,north,partner,senior,basic,69,42,51307.5,671,38.76,35.1,12,0,0,3.17,2.01,0.863,45
CHURN-SCORE-09026,2026-08,east,paid_search,family,standard,34,19,63158.95,636,53.59,127.89,38,0,1,19.65,6.85,0.732,45
CHURN-SCORE-09027,2026-09,east,referral,senior,standard,62,78,43349.07,827,42.83,63.03,20,1,1,5.69,0,0.881,70
CHURN-SCORE-09028,2026-07,north,paid_search,senior,standard,77,17,49481.92,704,47.18,74.37,11,1,1,13.0,0,0.992,70
CHURN-SCORE-09029,2026-08,south,retail,young_professional,basic,38,41,40268.03,685,33.46,49.48,19,0,0,19.0,0.18,0.841,63
CHURN-SCORE-09030,2026-09,central,organic,family,standard,37,13,53896.25,634,72.1,119.44,26,0,0,5.06,0,1.006,2
CHURN-SCORE-09031,2026-07,south,partner,student,basic,18,111,31347.74,593,26.87,65.54,23,2,1,6.61,3.65,0.95,64
CHURN-SCORE-09032,2026-08,east,paid_search,family,basic,42,5,72875.58,604,37.55,61.69,7,0,0,10.35,0,1.033,37
CHURN-SCORE-09033,2026-09,central,retail,young_professional,standard,27,9,74784.79,676,49.2,112.99,29,0,1,11.68,0,1.026,40
CHURN-SCORE-09034,2026-07,east,organic,small_business,standard,55,13,83284.65,647,100.76,148.31,52,1,0,6.1,4.38,1.143,36
CHURN-SCORE-09035,2026-08,west,organic,small_business,premium,44,15,109455.73,710,154.2,248.52,72,1,0,5.17,15.21,1.196,58
CHURN-SCORE-09036,2026-09,north,paid_search,family,standard,41,71,85035.55,752,58.07,153.23,25,0,0,11.77,7.17,0.834,58
CHURN-SCORE-09037,2026-07,north,paid_search,family,premium,45,43,64431.77,608,84.63,205.72,48,0,0,13.08,10.55,0.883,46
CHURN-SCORE-09038,2026-08,east,referral,senior,premium,67,20,60592.05,684,78.16,100.0,41,0,0,0,0,0.809,43
CHURN-SCORE-09039,2026-09,east,organic,family,standard,50,24,67845.12,793,72.79,116.94,54,0,0,5.31,0,0.985,51
CHURN-SCORE-09040,2026-07,east,retail,family,standard,43,40,81248.36,574,55.56,132.47,36,0,1,11.94,8.27,0.924,52
CHURN-SCORE-09041,2026-08,central,partner,family,standard,35,21,72760.22,671,65.19,179.74,61,0,1,11.29,16.9,0.93,49
CHURN-SCORE-09042,2026-09,central,organic,young_professional,basic,18,26,63902.87,631,32.84,61.15,23,0,0,13.99,0.22,0.884,38
CHURN-SCORE-09043,2026-07,east,paid_search,senior,basic,60,6,45721.19,653,29.38,27.87,18,2,0,14.0,0,0.893,41
CHURN-SCORE-09044,2026-08,west,paid_search,young_professional,standard,43,9,95531.62,626,54.5,115.43,27,0,0,20.4,0,0.924,62
CHURN-SCORE-09045,2026-09,central,organic,senior,premium,59,14,53085.15,672,67.56,35.61,27,0,1,12.75,0,0.992,87
CHURN-SCORE-09046,2026-07,east,partner,family,premium,47,22,59534.47,599,109.01,184.76,54,0,1,5.28,0,0.947,59
CHURN-SCORE-09047,2026-08,east,retail,young_professional,premium,29,39,51581.82,739,82.24,161.68,45,0,0,10.8,0.38,0.953,71
CHURN-SCORE-09048,2026-09,south,organic,family,basic,53,58,62111.28,640,33.2,68.2,36,0,0,0,4.93,1.004,60
CHURN-SCORE-09049,2026-07,east,partner,family,premium,49,36,65089.11,707,97.48,256.07,60,1,0,9.73,22.05,1.067,53
CHURN-SCORE-09050,2026-08,east,partner,family,premium,48,18,62795.64,691,97.43,173.48,56,1,1,2.76,0,1.019,47
CHURN-SCORE-09051,2026-09,north,paid_search,student,premium,25,0,32651.91,578,56.52,197.14,52,0,2,21.95,1.82,0.725,53
CHURN-SCORE-09052,2026-07,west,referral,senior,premium,67,57,61024.8,792,81.18,111.05,30,1,0,1.31,2.08,0.863,57
CHURN-SCORE-09053,2026-08,east,organic,young_professional,premium,34,50,55969.25,644,77.28,128.02,38,1,0,8.8,3.7,0.911,30
CHURN-SCORE-09054,2026-09,south,partner,student,basic,30,13,19122.9,604,25.81,59.79,25,0,1,9.93,1.42,0.789,43
CHURN-SCORE-09055,2026-07,central,retail,young_professional,basic,52,76,59853.32,716,37.24,58.46,18,1,1,6.69,2.93,0.975,52
CHURN-SCORE-09056,2026-08,central,organic,young_professional,standard,30,26,75319.48,803,65.84,139.58,30,0,0,0,3.77,1.032,55
CHURN-SCORE-09057,2026-09,west,retail,young_professional,premium,27,31,78049.33,795,93.39,193.11,53,3,1,12.77,1.64,0.999,50
CHURN-SCORE-09058,2026-07,east,organic,young_professional,premium,40,22,78021.76,789,89.24,160.15,54,0,0,0,0.23,0.995,53
CHURN-SCORE-09059,2026-08,west,organic,young_professional,standard,18,13,94477.93,684,68.09,132.27,24,1,0,0,3.06,0.868,35
CHURN-SCORE-09060,2026-09,south,referral,senior,basic,66,28,59085.05,673,33.98,46.0,22,3,0,10.28,1.73,0.989,28
CHURN-SCORE-09061,2026-07,west,referral,student,standard,20,44,48658.64,676,51.81,149.06,40,0,0,11.87,8.99,0.993,50
CHURN-SCORE-09062,2026-08,central,organic,family,premium,43,76,85716.2,583,93.48,250.42,77,0,0,8.35,23.11,0.971,57
CHURN-SCORE-09063,2026-09,west,organic,small_business,business,44,20,108022.84,733,219.52,342.96,85,1,1,2.74,13.85,1.224,53
CHURN-SCORE-09064,2026-07,east,retail,senior,premium,63,31,73653.06,765,70.93,106.49,24,0,0,6.58,0,0.933,51
CHURN-SCORE-09065,2026-08,west,referral,student,premium,27,34,40807.47,642,58.7,176.54,36,2,0,14.81,0.31,0.748,45
CHURN-SCORE-09066,2026-09,west,organic,senior,standard,78,24,47901.49,497,48.22,67.96,31,1,0,2.56,0.77,0.949,34
CHURN-SCORE-09067,2026-07,south,referral,family,standard,29,23,74757.19,758,61.61,130.76,39,0,0,13.46,4.42,0.885,33
CHURN-SCORE-09068,2026-08,central,partner,family,business,44,34,74439.17,655,143.64,317.71,63,1,2,1.06,6.65,1.039,62
CHURN-SCORE-09069,2026-09,south,referral,small_business,business,63,30,65444.44,638,187.48,386.84,90,1,2,5.05,26.87,1.165,50
CHURN-SCORE-09070,2026-07,east,partner,young_professional,standard,29,19,58356.51,663,55.07,94.04,34,1,0,5.79,0,0.952,28
CHURN-SCORE-09071,2026-08,south,paid_search,small_business,business,28,104,83697.0,682,174.52,313.49,77,1,0,10.43,9.4,1.01,26
CHURN-SCORE-09072,2026-09,west,organic,senior,business,75,52,76392.19,727,102.36,150.49,36,0,0,8.27,0,0.825,72
CHURN-SCORE-09073,2026-07,north,paid_search,family,premium,38,70,101605.99,741,76.7,186.44,53,0,1,21.69,1.39,0.885,90
CHURN-SCORE-09074,2026-08,north,paid_search,senior,premium,70,44,37541.76,625,50.8,81.33,31,0,1,27.53,2.56,0.808,39
CHURN-SCORE-09075,2026-09,south,retail,family,standard,56,16,69229.57,692,65.51,108.9,52,1,0,6.54,0.07,0.943,3
CHURN-SCORE-09076,2026-07,east,retail,senior,premium,81,18,62133.87,618,55.14,118.03,34,1,0,12.97,1.26,0.856,64
CHURN-SCORE-09077,2026-08,west,organic,family,premium,54,33,101174.49,717,112.71,214.57,48,2,0,5.06,5.49,1.138,33
CHURN-SCORE-09078,2026-09,south,organic,family,basic,54,63,90640.95,631,38.34,61.05,34,1,0,8.88,2.9,0.876,32
CHURN-SCORE-09079,2026-07,east,referral,senior,basic,62,22,67207.19,623,31.74,35.99,15,0,0,10.7,0,1.01,40
CHURN-SCORE-09080,2026-08,west,organic,student,basic,28,20,27663.55,584,37.59,57.1,15,1,1,7.46,3.16,1.014,11
CHURN-SCORE-09081,2026-09,west,organic,young_professional,standard,36,52,91809.53,695,60.47,150.03,37,1,0,5.32,7.47,0.847,59
CHURN-SCORE-09082,2026-07,east,partner,family,standard,38,12,67188.78,660,64.3,123.18,31,2,0,11.32,5.29,1.016,30
CHURN-SCORE-09083,2026-08,west,paid_search,young_professional,standard,25,10,88318.68,588,59.0,109.79,41,2,0,11.55,0,0.93,22
CHURN-SCORE-09084,2026-09,central,organic,family,premium,52,26,64082.92,719,84.54,222.07,60,0,1,8.85,7.83,1.119,44
CHURN-SCORE-09085,2026-07,north,referral,family,premium,67,36,61821.55,648,103.46,233.13,60,0,1,0.51,7.57,0.934,52
CHURN-SCORE-09086,2026-08,east,organic,young_professional,basic,27,10,44863.93,760,39.04,70.56,15,2,0,2.47,4.38,0.973,37
CHURN-SCORE-09087,2026-09,central,referral,young_professional,basic,37,28,42324.2,648,38.55,47.5,25,1,1,0.8,0,0.988,47
CHURN-SCORE-09088,2026-07,south,partner,senior,basic,77,26,40198.43,660,33.78,41.86,20,0,1,14.34,0,0.954,53
CHURN-SCORE-09089,2026-08,west,retail,student,standard,27,40,68042.03,698,51.05,147.31,37,1,0,7.71,9.74,0.981,59
CHURN-SCORE-09090,2026-09,east,retail,senior,premium,81,20,61377.35,615,55.5,113.01,34,1,0,13.05,1.42,0.868,62
CHURN-SCORE-09091,2026-07,east,referral,family,standard,46,26,43603.46,683,81.35,142.69,24,0,0,1.3,5.43,0.926,36
CHURN-SCORE-09092,2026-08,west,paid_search,student,standard,22,11,18660.15,609,45.06,175.35,51,1,0,10.2,13.26,0.908,58
CHURN-SCORE-09093,2026-09,south,organic,young_professional,premium,26,11,65678.83,599,83.3,218.87,61,1,2,0,6.88,0.833,59
CHURN-SCORE-09094,2026-07,east,paid_search,young_professional,basic,28,27,50539.89,640,31.82,50.2,36,0,2,7.05,0,0.878,36
CHURN-SCORE-09095,2026-08,east,paid_search,young_professional,premium,29,5,81450.49,732,74.94,144.52,46,1,1,13.23,0.11,0.912,46
CHURN-SCORE-09096,2026-09,central,partner,student,basic,36,19,19028.12,671,24.28,57.77,20,0,0,14.89,1.01,0.897,49
CHURN-SCORE-09097,2026-07,east,organic,family,standard,42,36,76318.57,732,70.25,119.23,41,1,0,0,3.96,1.0,13
CHURN-SCORE-09098,2026-08,south,organic,small_business,business,44,45,81067.31,658,186.27,328.24,78,1,0,6.88,15.57,1.226,30
CHURN-SCORE-09099,2026-09,east,paid_search,small_business,business,42,39,97124.54,684,182.1,267.4,69,0,1,18.23,2.3,1.174,46
CHURN-SCORE-09100,2026-07,east,partner,family,standard,46,37,73809.04,714,53.33,79.79,24,0,0,10.73,0.59,1.04,82
CHURN-SCORE-09101,2026-08,north,retail,small_business,premium,32,17,98061.92,742,118.29,258.36,65,2,0,16.47,10.28,1.043,53
CHURN-SCORE-09102,2026-09,west,organic,senior,standard,70,42,49462.54,617,47.74,63.96,19,1,0,9.28,0,1.082,37
CHURN-SCORE-09103,2026-07,north,organic,young_professional,premium,22,33,61622.95,638,72.69,170.01,50,0,0,11.37,0,0.806,41
CHURN-SCORE-09104,2026-08,central,partner,small_business,business,45,22,100019.91,747,205.58,277.72,57,1,0,0,0.86,1.143,2
CHURN-SCORE-09105,2026-09,south,referral,senior,standard,62,27,44848.89,574,33.97,78.72,29,0,1,10.96,1.32,1.06,55
CHURN-SCORE-09106,2026-07,south,partner,family,basic,40,45,54917.11,634,41.55,57.02,14,0,0,7.17,0,0.911,35
CHURN-SCORE-09107,2026-08,north,partner,family,basic,44,37,99605.23,636,41.42,77.22,3,0,1,7.4,1.77,1.002,45
CHURN-SCORE-09108,2026-09,east,paid_search,family,standard,24,38,52967.39,710,60.94,140.1,43,0,0,7.75,9.29,0.971,48
CHURN-SCORE-09109,2026-07,south,referral,senior,standard,70,31,53341.02,672,44.42,94.58,36,0,0,0.27,0,0.879,72
CHURN-SCORE-09110,2026-08,east,organic,senior,basic,56,29,70015.66,669,31.39,19.79,18,2,0,7.6,3.64,0.921,47
CHURN-SCORE-09111,2026-09,west,paid_search,small_business,business,45,89,119803.85,586,199.13,427.14,99,1,0,9.71,25.8,1.28,55
CHURN-SCORE-09112,2026-07,south,retail,family,basic,52,15,71651.28,610,36.86,56.57,12,0,0,18.46,1.69,0.961,45
CHURN-SCORE-09113,2026-08,south,retail,senior,standard,81,63,56451.11,619,33.44,55.01,20,1,2,22.04,2.69,0.995,45
CHURN-SCORE-09114,2026-09,west,referral,senior,premium,68,75,91837.98,726,69.23,138.79,45,0,1,1.55,0,0.886,45
CHURN-SCORE-09115,2026-07,west,paid_search,senior,basic,58,7,73016.81,821,40.69,33.11,22,0,0,8.19,0,0.958,69
CHURN-SCORE-09116,2026-08,east,organic,young_professional,basic,38,43,64454.46,673,44.1,47.87,26,1,0,0.43,0,0.874,75
CHURN-SCORE-09117,2026-09,west,organic,senior,business,77,49,78291.85,730,102.89,3.37,19,0,1,7.42,2.0,0.878,75
CHURN-SCORE-09118,2026-07,east,organic,young_professional,standard,34,23,52484.93,575,57.4,131.01,34,0,0,5.25,7.87,0.916,74
CHURN-SCORE-09119,2026-08,east,organic,senior,premium,66,50,42886.63,667,69.73,138.6,26,0,0,4.24,0,0.901,54
CHURN-SCORE-09120,2026-09,east,organic,family,basic,49,14,60521.25,610,44.9,75.16,18,1,1,0,5.62,0.956,-11
CHURN-SCORE-09121,2026-07,west,referral,student,basic,23,13,47005.26,622,28.69,77.93,30,0,0,8.93,2.96,0.888,62
CHURN-SCORE-09122,2026-08,north,referral,young_professional,standard,36,13,69745.52,474,63.05,132.46,29,0,1,0,3.81,0.897,47
CHURN-SCORE-09123,2026-09,east,referral,student,basic,25,76,37363.61,668,27.18,53.46,16,0,0,0.14,0,0.925,36
CHURN-SCORE-09124,2026-07,north,paid_search,family,basic,20,8,92725.49,620,47.66,83.84,28,3,0,19.33,4.5,1.011,30
CHURN-SCORE-09125,2026-08,west,partner,small_business,standard,39,37,113804.33,690,95.78,198.67,48,0,0,4.22,9.31,1.052,59
CHURN-SCORE-09126,2026-09,north,retail,family,basic,50,43,68750.92,605,37.24,81.56,32,2,0,16.26,7.13,1.044,55
CHURN-SCORE-09127,2026-07,east,referral,student,premium,18,26,56884.67,727,68.11,206.36,65,1,0,7.74,5.17,0.923,64
CHURN-SCORE-09128,2026-08,west,paid_search,senior,premium,53,33,44769.93,692,70.23,152.66,40,0,0,2.72,0,0.815,55
CHURN-SCORE-09129,2026-09,east,referral,family,standard,52,28,63204.38,684,70.15,139.43,35,0,0,3.09,5.56,0.946,82
CHURN-SCORE-09130,2026-07,east,organic,senior,standard,50,30,45905.02,694,41.11,97.79,28,1,0,17.74,0,0.871,60
CHURN-SCORE-09131,2026-08,west,organic,family,premium,56,48,87807.1,711,110.98,188.52,55,0,1,2.1,0,1.143,55
CHURN-SCORE-09132,2026-09,west,organic,young_professional,premium,27,13,105112.85,778,95.04,255.06,69,0,1,11.36,10.77,0.92,53
CHURN-SCORE-09133,2026-07,west,paid_search,student,standard,35,24,35402.95,697,36.92,121.8,36,0,1,23.05,0.5,0.974,11
CHURN-SCORE-09134,2026-08,central,referral,student,premium,27,56,33177.86,650,55.93,224.25,45,1,0,15.33,9.38,0.928,36
CHURN-SCORE-09135,2026-09,west,organic,senior,standard,69,25,60363.5,491,51.9,58.56,23,0,0,0.9,0,1.001,59
CHURN-SCORE-09136,2026-07,west,partner,young_professional,standard,47,23,75875.32,617,52.95,154.9,35,1,1,11.69,3.22,0.922,10
CHURN-SCORE-09137,2026-08,west,retail,senior,premium,71,18,86591.61,527,50.53,74.18,21,1,1,24.94,2.78,0.872,56
CHURN-SCORE-09138,2026-09,south,paid_search,student,basic,25,0,46389.77,634,38.99,70.98,19,0,0,4.02,0.56,0.963,46
CHURN-SCORE-09139,2026-07,south,organic,family,standard,38,32,60190.54,609,61.29,109.05,28,0,1,0,0,0.987,67
CHURN-SCORE-09140,2026-08,north,paid_search,family,basic,42,6,67610.2,616,43.98,76.53,13,0,0,21.35,1.64,0.908,65
CHURN-SCORE-09141,2026-09,west,paid_search,student,standard,32,26,26475.03,623,37.94,133.13,37,0,0,6.65,9.4,0.748,54
CHURN-SCORE-09142,2026-07,central,retail,student,premium,18,9,50206.05,552,51.52,183.49,56,2,0,20.69,0,0.789,47
CHURN-SCORE-09143,2026-08,north,paid_search,senior,basic,63,11,66800.99,536,25.27,31.46,12,1,0,7.04,0,1.031,58
CHURN-SCORE-09144,2026-09,west,referral,small_business,business,50,28,115355.6,704,188.6,404.39,100,4,0,16.33,41.58,1.245,21
CHURN-SCORE-09145,2026-07,central,organic,small_business,business,45,61,111750.05,653,199.79,303.96,75,0,1,6.49,5.26,1.209,58
CHURN-SCORE-09146,2026-08,west,referral,family,premium,36,17,82458.39,633,114.41,211.92,54,0,0,3.37,3.04,1.088,20
CHURN-SCORE-09147,2026-09,north,paid_search,student,basic,24,2,33040.2,564,18.25,62.12,23,0,0,33.38,0,0.97,47
CHURN-SCORE-09148,2026-07,south,referral,young_professional,basic,30,13,47976.24,601,35.96,69.69,17,1,0,12.51,2.6,0.872,25
CHURN-SCORE-09149,2026-08,east,partner,small_business,business,50,17,75713.04,560,216.74,363.95,81,0,0,0,26.57,1.146,63
CHURN-SCORE-09150,2026-09,west,organic,senior,premium,60,41,49153.22,594,71.38,139.44,29,0,1,5.87,0,0.905,57
CHURN-SCORE-09151,2026-07,west,paid_search,senior,premium,69,16,52224.07,652,67.94,69.0,14,0,0,9.84,0,0.946,62
CHURN-SCORE-09152,2026-08,west,retail,young_professional,standard,28,24,91263.26,705,56.64,137.43,32,1,0,15.25,0.36,1.014,32
CHURN-SCORE-09153,2026-09,west,paid_search,family,premium,32,23,79950.97,694,97.24,173.57,46,0,0,15.57,0.54,1.06,46
CHURN-SCORE-09154,2026-07,north,referral,small_business,business,53,17,122214.38,681,208.24,338.61,74,2,1,0,19.4,1.268,68
CHURN-SCORE-09155,2026-08,central,referral,senior,basic,65,18,42495.92,584,19.65,38.09,17,2,2,6.59,0.98,0.906,48
CHURN-SCORE-09156,2026-09,west,paid_search,young_professional,standard,30,7,62723.43,707,50.59,136.95,32,0,0,13.45,7.23,1.046,49
CHURN-SCORE-09157,2026-07,south,referral,student,basic,26,23,25949.28,641,30.98,58.17,23,1,0,14.38,2.44,0.937,2
CHURN-SCORE-09158,2026-08,central,partner,family,premium,36,47,80789.53,654,102.64,215.0,71,1,1,7.34,7.63,1.049,68
CHURN-SCORE-09159,2026-09,central,retail,small_business,standard,48,65,76788.87,661,72.59,154.75,35,0,0,23.52,8.6,0.966,42
CHURN-SCORE-09160,2026-07,west,paid_search,senior,premium,61,15,37588.39,572,75.67,106.1,36,1,0,16.82,1.39,0.999,97
CHURN-SCORE-09161,2026-08,west,retail,family,standard,39,34,101433.67,624,57.37,148.64,40,0,1,30.27,10.04,0.936,35
CHURN-SCORE-09162,2026-09,east,partner,young_professional,premium,31,67,39977.9,692,87.52,226.69,37,2,0,0,13.85,0.924,33
CHURN-SCORE-09163,2026-07,north,retail,family,standard,38,8,72640.73,720,50.04,134.33,34,0,1,23.4,2.88,1.015,46
CHURN-SCORE-09164,2026-08,south,partner,senior,standard,67,24,51954.17,636,35.86,54.97,23,0,0,12.8,0,0.895,82
CHURN-SCORE-09165,2026-09,central,retail,young_professional,standard,18,99,78949.17,738,57.98,116.51,36,0,0,12.83,0.45,0.891,19
CHURN-SCORE-09166,2026-07,central,retail,young_professional,standard,33,46,74971.36,638,50.98,114.44,27,0,0,17.3,0,0.879,86
CHURN-SCORE-09167,2026-08,south,paid_search,young_professional,basic,31,31,43220.01,617,37.85,58.34,17,0,0,7.75,0,0.886,50
CHURN-SCORE-09168,2026-09,north,paid_search,family,standard,47,26,73303.21,579,53.66,171.11,37,1,0,15.98,14.35,1.015,37
CHURN-SCORE-09169,2026-07,west,paid_search,family,basic,36,31,57531.4,661,38.76,64.48,20,1,1,19.02,1.3,1.004,67
CHURN-SCORE-09170,2026-08,central,paid_search,family,basic,38,7,87989.99,717,29.67,73.79,27,1,0,13.29,2.42,0.846,50
CHURN-SCORE-09171,2026-09,west,paid_search,young_professional,standard,30,5,102683.92,651,42.87,147.48,46,1,0,30.21,5.96,0.919,43
CHURN-SCORE-09172,2026-07,south,organic,small_business,premium,50,15,107807.32,706,109.71,269.55,66,2,1,19.39,17.36,0.852,56
CHURN-SCORE-09173,2026-08,north,retail,student,basic,27,14,19752.78,543,36.08,61.82,20,0,3,9.84,0,1.088,35
CHURN-SCORE-09174,2026-09,west,paid_search,student,standard,18,23,34563.32,725,48.01,150.26,46,3,0,8.04,7.3,0.874,10
CHURN-SCORE-09175,2026-07,east,paid_search,student,basic,29,14,46945.42,689,22.1,79.26,33,1,1,23.6,5.25,0.763,40
CHURN-SCORE-09176,2026-08,east,organic,young_professional,premium,35,19,50637.53,778,91.8,166.45,40,0,0,5.67,0.02,0.979,60
CHURN-SCORE-09177,2026-09,north,retail,small_business,premium,47,22,80050.85,715,113.28,232.38,45,1,0,17.73,17.38,1.054,32
CHURN-SCORE-09178,2026-07,south,retail,family,basic,56,15,89147.91,592,46.12,81.93,28,2,0,32.02,4.38,0.891,42
CHURN-SCORE-09179,2026-08,north,retail,young_professional,premium,35,18,54785.98,554,72.86,136.8,46,2,1,20.82,0,1.046,71
CHURN-SCORE-09180,2026-09,east,organic,small_business,basic,45,69,69600.33,621,52.6,75.45,28,0,0,11.91,6.63,1.045,55
CHURN-SCORE-09181,2026-07,south,paid_search,young_professional,basic,42,4,34567.98,537,35.15,53.43,31,0,0,18.99,0.8,0.878,40
CHURN-SCORE-09182,2026-08,east,paid_search,small_business,business,56,26,96717.85,681,170.62,368.52,88,0,1,20.4,10.85,1.054,39
CHURN-SCORE-09183,2026-09,south,retail,senior,standard,81,66,56789.32,639,33.95,56.0,21,1,2,21.69,2.64,1.012,45
CHURN-SCORE-09184,2026-07,west,referral,senior,standard,73,53,60865.99,764,61.14,63.54,11,1,1,0,2.65,0.941,90
CHURN-SCORE-09185,2026-08,west,organic,senior,basic,76,74,56153.83,762,28.37,45.03,12,1,0,13.55,1.16,0.768,59
CHURN-SCORE-09186,2026-09,south,organic,young_professional,business,29,42,57265.1,682,118.71,278.63,81,0,0,6.74,2.44,0.865,72
CHURN-SCORE-09187,2026-07,west,partner,young_professional,premium,42,79,70489.25,748,78.09,148.99,34,1,0,10.49,0.81,1.026,71
CHURN-SCORE-09188,2026-08,south,retail,young_professional,standard,48,12,48442.97,621,47.41,133.86,25,0,1,13.66,4.55,0.937,52
CHURN-SCORE-09189,2026-09,south,retail,family,premium,35,55,69976.06,716,87.26,205.05,57,1,0,11.33,5.71,1.059,24
CHURN-SCORE-09190,2026-07,east,paid_search,student,premium,27,17,35997.72,637,51.28,213.11,53,2,1,18.22,10.36,0.868,59
CHURN-SCORE-09191,2026-08,central,paid_search,young_professional,standard,35,2,59278.99,681,48.37,145.85,50,1,0,17.74,10.09,0.923,49
CHURN-SCORE-09192,2026-09,east,retail,senior,standard,77,36,42753.79,690,39.69,68.62,36,0,0,17.08,0,0.977,51
CHURN-SCORE-09193,2026-07,west,paid_search,senior,premium,61,14,77534.49,692,70.66,102.76,29,0,1,13.78,1.88,0.881,67
CHURN-SCORE-09194,2026-08,central,retail,young_professional,premium,30,73,55684.38,670,83.11,119.61,27,1,0,9.94,0,1.049,55
CHURN-SCORE-09195,2026-09,east,paid_search,young_professional,basic,39,3,64861.35,587,41.49,59.44,29,0,0,2.71,0,0.961,54
CHURN-SCORE-09196,2026-07,south,partner,senior,premium,65,61,29088.45,691,71.18,109.64,32,0,1,4.56,0,0.896,73
CHURN-SCORE-09197,2026-08,south,retail,senior,premium,69,22,50672.95,719,48.29,63.63,23,0,1,20.39,2.24,0.862,67
CHURN-SCORE-09198,2026-09,east,organic,young_professional,premium,22,13,61183.55,742,94.13,186.37,43,1,0,1.84,0,0.914,68
CHURN-SCORE-09199,2026-07,north,organic,small_business,business,62,31,90222.17,708,201.25,302.43,71,0,0,4.29,11.28,1.176,65
CHURN-SCORE-09200,2026-08,west,referral,small_business,premium,34,80,115268.38,675,131.56,271.04,67,0,0,10.82,28.49,1.148,54
CHURN-SCORE-09201,2026-09,west,retail,family,standard,42,16,83770.85,658,61.46,161.94,46,0,0,12.63,10.81,0.91,51
CHURN-SCORE-09202,2026-07,north,partner,family,standard,30,10,68128.23,699,59.53,147.2,50,0,0,15.87,13.13,1.035,44
CHURN-SCORE-09203,2026-08,north,partner,senior,standard,77,64,52020.33,651,29.34,47.46,30,2,0,12.51,0.3,0.84,51
CHURN-SCORE-09204,2026-09,west,paid_search,student,basic,21,16,57458.94,639,19.82,68.49,15,0,1,14.23,0,0.744,37
CHURN-SCORE-09205,2026-07,south,paid_search,family,basic,40,84,59341.81,676,45.97,95.2,27,1,0,7.79,6.35,1.238,53
CHURN-SCORE-09206,2026-08,south,paid_search,family,premium,41,14,44582.57,602,65.73,225.89,51,0,1,23.34,11.91,0.733,14
CHURN-SCORE-09207,2026-09,north,organic,young_professional,premium,19,47,38020.99,668,91.0,144.74,38,0,1,0,0.38,0.954,75
CHURN-SCORE-09208,2026-07,south,retail,family,standard,41,37,81061.18,658,51.17,168.21,49,2,0,15.01,17.95,0.977,26
CHURN-SCORE-09209,2026-08,west,organic,student,standard,27,7,45583.93,593,55.84,147.32,43,1,0,2.92,7.83,0.724,73
CHURN-SCORE-09210,2026-09,north,organic,senior,premium,76,47,53621.42,581,69.65,39.81,8,3,3,0,0.05,0.92,42
CHURN-SCORE-09211,2026-07,east,retail,young_professional,premium,48,46,47191.88,766,74.38,205.27,52,0,0,19.66,5.1,0.941,49
CHURN-SCORE-09212,2026-08,west,referral,senior,basic,79,20,79165.76,717,29.44,36.15,15,0,0,0,0.3,0.937,57
CHURN-SCORE-09213,2026-09,east,retail,family,basic,38,85,68306.57,665,42.91,87.3,21,1,0,8.02,4.26,0.996,47
CHURN-SCORE-09214,2026-07,west,partner,family,business,33,22,90962.23,783,139.4,351.17,69,2,1,9.18,20.6,1.057,91
CHURN-SCORE-09215,2026-08,central,organic,small_business,business,60,26,106952.7,778,215.66,369.49,89,2,0,0,17.63,1.274,70
CHURN-SCORE-09216,2026-09,central,paid_search,student,basic,18,3,19208.25,686,20.03,56.57,17,1,0,11.95,0,0.976,28
