observation_id,machine_id,motor_load_pct,power_kw,vibration_rms_mm_s,bearing_temp_c,acoustic_rms_db,micro_stop_rate_per_h,throughput_units_h,load_variability_pct
OBS-009119,MC-148,95.4435,206.86,3.5556,93.5055,12.7976,0.1465,104.9165,0.9473
OBS-005479,MC-004,80.7949,196.7228,3.2763,90.9166,10.7364,0.1762,105.0735,1.2621
OBS-001085,MC-213,91.9118,196.9978,2.8801,97.9494,11.9134,0.0765,118.3025,1.8502
OBS-009845,MC-160,74.4177,137.3336,2.1493,73.2772,9.1803,0.0794,93.3892,0.3741
OBS-000210,MC-090,80.4164,189.3012,2.928,90.2878,10.4906,0.138,102.8518,1.7333
OBS-006643,MC-093,73.1198,134.5113,2.6165,77.0696,9.5585,0.033,94.992,0.5519
OBS-006150,MC-154,86.1308,186.4371,2.5852,94.0542,13.1351,0.1746,113.7222,1.7353
OBS-004917,MC-224,85.1272,171.5839,1.7671,86.2759,10.4275,0.1309,94.4383,1.6881
OBS-009367,MC-144,66.1317,122.5581,2.4473,71.6962,8.6468,0.0728,83.496,0.4104
OBS-003020,MC-223,53.8474,107.6897,1.7575,66.8011,6.7539,0.0052,72.3734,0.4308
OBS-010816,MC-158,48.9561,92.9243,1.8319,67.3949,5.6066,0.0687,73.3501,1.5276
OBS-011740,MC-110,50.2773,133.5104,5.7656,77.4567,16.4965,0.256,89.4377,4.3324
OBS-003522,MC-138,66.1074,132.1242,2.3255,71.9689,8.3145,0.0797,94.0365,0.1
OBS-010133,MC-035,39.8442,128.6378,6.2533,78.8356,15.1223,0.2565,73.9144,4.378
OBS-006667,MC-159,87.4732,207.7974,2.8249,95.1693,11.5822,0.0642,115.0977,2.3824
OBS-004225,MC-086,62.0266,120.2391,1.1741,67.3485,6.6543,0.0726,79.1664,1.1096
OBS-011341,MC-047,64.7583,126.6845,1.2174,68.1209,9.6654,0.0989,87.7977,0.1949
OBS-001666,MC-082,50.5968,120.6152,1.627,67.0545,8.2896,0.1077,76.5083,0.1
OBS-006287,MC-053,52.4528,138.2246,6.1038,78.707,15.8046,0.2739,82.6443,3.7534
OBS-000984,MC-126,73.9431,127.6734,2.3297,74.369,9.0784,0.0639,94.8855,1.0749
OBS-010311,MC-117,50.0514,143.7788,5.7992,83.7615,18.161,0.2742,107.8912,4.4912
OBS-010059,MC-160,63.3516,128.4411,1.6619,72.0404,8.4926,0.0972,97.1689,0.3818
OBS-000432,MC-205,56.4585,101.6877,2.5373,71.8184,7.0583,0,76.4347,0.1
OBS-006193,MC-149,66.9244,130.4775,1.4134,74.2584,9.3046,0.0988,97.007,1.0521
OBS-000898,MC-013,92.7137,198.9759,2.5912,89.375,11.5811,0.1115,109.5649,1.2642
OBS-000426,MC-050,55.3127,136.9106,6.2074,77.7116,15.5641,0.2651,85.1335,3.322
OBS-009841,MC-211,47.1011,127.5674,5.8281,79.3542,13.9677,0.2653,87.5458,5.1593
OBS-008310,MC-065,101.8328,211.0882,3.4193,99.287,13.8917,0.107,125.9143,1.1755
OBS-010762,MC-125,65.0459,129.0692,2.1302,77.5976,8.3558,0.0564,90.7307,0.4584
OBS-004594,MC-061,67.0294,132.8566,1.5894,74.7012,8.2564,0.1275,102.8138,1.0423
OBS-002114,MC-010,83.3684,180.187,1.9755,84.9554,10.5365,0.1805,89.5966,2.6788
OBS-002992,MC-004,57.6402,149.5561,6.7633,88.1029,16.3427,0.267,97.7744,3.4991
OBS-007003,MC-230,90.187,182.7753,2.7938,92.1788,10.6219,0.1046,103.0566,1.2572
OBS-002480,MC-167,59.2128,111.0015,1.9646,71.955,8.2481,0.0282,86.6067,0.6124
OBS-005617,MC-043,55.7783,97.8649,2.1757,68.9968,6.7411,0.0373,59.0733,0.1658
OBS-011281,MC-145,64.9804,127.7642,0.8984,73.684,8.5885,0.0698,91.6949,1.2469
OBS-007682,MC-176,56.3512,120.5885,1.0356,68.8388,6.5593,0.0161,81.7302,0.6177
OBS-008080,MC-240,81.9354,182.1462,3.3674,90.2868,9.4019,0.1793,102.3034,1.8625
OBS-009360,MC-049,41.2858,126.1072,5.152,79.4936,15.7943,0.2432,84.5257,3.5554
OBS-008106,MC-025,63.7063,131.1302,2.0654,77.4412,8.9958,0.013,100.4412,0.4236
OBS-002891,MC-229,51.0341,141.3678,5.6991,81.575,17.1862,0.2499,96.2818,3.1034
OBS-002919,MC-232,56.518,109.8296,1.51,66.7805,7.0996,0.0602,76.017,1.0876
OBS-007393,MC-060,61.9115,121.431,1.941,72.4983,7.0232,0.1091,95.7143,0.3246
OBS-006079,MC-231,51.2875,140.9541,5.682,78.6362,15.7878,0.2331,98.2567,3.8252
OBS-005459,MC-153,62.7734,117.2813,1.7619,71.1005,9.7113,0.0078,87.6763,0.1818
OBS-007237,MC-055,84.3575,170.9069,2.4692,87.9366,10.2493,0.1322,97.3998,1.3303
OBS-000778,MC-071,93.2587,190.93,2.9022,89.8005,10.4322,0.1729,103.3153,1.3757
OBS-011195,MC-086,61.2302,124.9864,1.8622,77.7395,9.5818,0.1128,84.2622,0.7455
OBS-011699,MC-221,89.8123,188.7886,3.4388,90.5691,12.1086,0.1306,108.9941,1.9672
OBS-004068,MC-111,69.5349,127.2322,2.6886,76.6187,11.2566,0.0798,102.1844,0.7727
OBS-009376,MC-053,95.3491,186.7865,2.7251,95.1911,12.3595,0.1225,114.2717,1.3923
OBS-009779,MC-018,62.3956,144.6929,6.1925,84.0273,17.9848,0.2005,105.5733,4.1527
OBS-005874,MC-051,62.6264,111.6961,1.7573,72.0945,9.0225,0.1016,87.4657,0.3443
OBS-008996,MC-116,72.3171,132.8706,2.1833,73.3077,6.7906,0.0644,94.6986,0.8358
OBS-005779,MC-195,54.7564,155.7956,5.8741,82.2472,17.0186,0.2595,97.0196,3.5799
OBS-001520,MC-196,44.1697,126.2995,4.9701,80.5237,14.9528,0.2559,87.9903,4.0773
OBS-008154,MC-234,83.5786,194.2024,3.1799,85.7853,12.0432,0.1877,108.8766,1.4226
OBS-002069,MC-017,80.7622,175.1368,3.7981,89.175,11.6794,0.1764,100.4047,2.0021
OBS-004303,MC-139,60.9835,119.7948,1.3546,69.4812,8.1566,0.0823,87.6206,1.663
OBS-010355,MC-024,63.9455,130.7667,1.8049,73.0398,6.9767,0.0637,86.6388,0.1
OBS-009685,MC-206,57.0485,151.1369,6.5793,83.1257,15.4267,0.2515,99.4159,3.6676
OBS-006666,MC-133,60.8504,112.3219,2.1208,69.949,7.5254,0.1511,92.9332,1.0787
OBS-006164,MC-102,98.5442,198.1892,2.0448,95.0812,11.7614,0.1317,107.0307,1.3607
OBS-010006,MC-015,86.1007,200.7165,2.9857,94.3257,11.5016,0.2193,112.7759,1.6665
OBS-002406,MC-187,55.5262,85.7983,1.5021,68.3003,6.3001,0.0885,74.4064,0.6804
OBS-006657,MC-188,95.967,197.9831,2.8283,92.3487,11.3608,0.1526,112.1104,1.9795
OBS-006729,MC-191,61.1897,127.4166,1.3244,69.4199,9.3771,0.089,81.3458,0.875
OBS-000206,MC-059,91.8011,206.671,2.446,94.8156,12.4963,0.1383,119.1439,2.3442
OBS-002281,MC-163,56.2787,124.2094,2.1242,70.6039,7.8873,0.1039,88.8044,0.8124
OBS-005398,MC-141,88.2555,186.5735,2.5261,91.7699,11.9689,0.1955,113.534,2.0637
OBS-007962,MC-222,99.7089,204.3121,3.4643,96.6454,12.5757,0.1625,116.1703,1.5121
OBS-011070,MC-107,92.7091,192.5909,2.9408,90.7994,11.9174,0.1627,113.756,2.5084
OBS-003771,MC-106,62.4394,117.4011,1.4286,73.1403,9.4074,0.0393,85.6757,1.2188
OBS-011023,MC-119,57.6368,109.4213,1.683,72.8682,6.4366,0.0741,80.1146,1.6767
OBS-006387,MC-094,90.5284,195.0199,2.919,95.4661,13.8456,0.1854,104.1096,2.7069
OBS-006714,MC-001,92.0348,197.3561,2.7762,91.8711,12.608,0.1503,104.4146,2.5191
OBS-008570,MC-233,66.0724,122.6663,2.0957,71.0143,6.7416,0.088,82.602,0.1
OBS-007830,MC-227,57.0545,120.9173,2.0078,72.2251,7.5146,0.0489,81.4327,0.1
OBS-000443,MC-059,91.6662,186.8272,3.045,90.6417,11.9962,0.1501,110.4376,1.9479
OBS-003303,MC-037,38.3208,138.3728,6.0988,77.1227,15.2028,0.2238,75.9962,4.0891
OBS-008995,MC-122,81.416,163.688,3.019,84.8318,11.6002,0.0882,91.9295,0.6641
OBS-003816,MC-125,38.6655,113.3185,5.4681,70.9491,13.4931,0.2821,79.7589,3.6024
OBS-001105,MC-229,80.3956,174.1326,3.384,87.9433,10.6281,0.1654,104.6052,1.4224
OBS-005620,MC-111,64.3703,107.2428,1.7191,71.2687,8.322,0.0337,72.6923,0.5422
OBS-006444,MC-057,43.8211,138.9617,5.0935,75.7895,14.7959,0.2698,94.8896,3.3385
OBS-010107,MC-198,64.6872,120.7397,1.9014,70.8722,9.0783,0.0616,80.9371,0.4621
OBS-005115,MC-035,74.7577,123.9829,1.674,75.2565,8.125,0.0465,104.0522,1.6569
OBS-006425,MC-166,60.9653,120.3127,2.0401,73.3003,8.472,0.1077,89.4168,0.74
OBS-005208,MC-062,63.0974,122.0061,2.3315,72.7696,8.7423,0.1135,86.4336,1.0124
OBS-010583,MC-200,108.7395,225.3443,3.4491,95.8308,14.1702,0.1037,127.204,1.1305
OBS-005345,MC-069,93.8093,202.5764,4.1581,92.3012,12.857,0.0777,114.9038,1.7628
OBS-011477,MC-058,77.3501,141.7937,2.2787,77.1257,10.4042,0.0806,101.3118,0.1
OBS-002687,MC-203,84.2141,187.0911,2.7102,88.6186,11.6836,0.1713,97.574,1.9233
OBS-006344,MC-063,57.286,112.2121,1.9745,71.2143,8.6606,0.0558,95.031,1.7544
OBS-003219,MC-158,70.9691,128.9902,2.0324,75.1584,8.5152,0.1023,83.1253,0.1
OBS-008386,MC-236,60.2511,118.8549,1.5369,72.5859,7.6105,0.1201,88.0775,1.4302
OBS-004691,MC-170,93.4376,183.4579,3.238,92.3891,11.8312,0.1353,106.8699,2.5468
OBS-003504,MC-214,57.2919,104.7073,1.0962,71.0186,6.5556,0.0538,76.362,0.8931
OBS-002414,MC-095,48.3435,143.9858,4.7685,77.5173,16.1875,0.2176,91.5268,4.1463
OBS-003083,MC-155,65.4663,125.2349,2.4834,74.2608,9.7116,0.1015,89.4756,0.1
OBS-006629,MC-024,51.2834,98.392,2.5053,65.3014,8.8832,0.0662,72.0232,0.6498
OBS-004191,MC-203,92.8803,215.4639,3.93,92.8025,13.0896,0.1976,121.263,1.4495
OBS-004777,MC-120,57.7293,148.238,6.1054,83.5632,16.4981,0.2416,94.7905,2.7062
OBS-000702,MC-038,87.7463,179.8135,1.9857,86.8604,10.1958,0.1162,103.1874,1.1864
OBS-001739,MC-121,83.4311,189.7038,3.0148,88.1962,11.3783,0.0802,103.2829,2.1185
OBS-011332,MC-102,85.4926,184.9137,2.7038,87.0999,11.7646,0.1326,106.5148,3.1578
OBS-011046,MC-229,96.1164,195.8361,2.8084,94.977,11.303,0.1753,118.3447,1.4059
OBS-000388,MC-129,86.5957,183.3429,3.4873,89.419,12.8375,0.0561,111.2231,1.2004
OBS-005628,MC-024,67.3686,117.6396,2.5511,71.9607,8.4763,0.0345,87.689,1.3558
OBS-007952,MC-178,42.2853,123.2039,5.7137,76.394,15.4241,0.2379,90.3507,4.4999
OBS-011473,MC-104,62.2807,112.7699,1.0543,69.8438,10.2286,0.0915,83.4948,1.4447
OBS-008940,MC-037,52.2475,116.3106,1.7801,68.5004,7.7535,0.0358,75.1697,1.7364
OBS-011579,MC-161,88.3726,198.3756,2.9245,90.2212,11.0883,0.0831,105.6625,1.8375
OBS-004696,MC-071,51.1055,87.9564,1.6858,65.6288,8.6353,0.0523,67.5877,0.4695
OBS-004151,MC-153,68.2977,127.3797,1.9323,77.4194,8.8344,0.1267,94.7275,0.6021
OBS-004905,MC-002,54.0439,122.6828,5.6,80.2259,15.0133,0.2395,95.3967,4.0613
OBS-003207,MC-070,58.2618,104.2875,1.6119,66.4572,7.3532,0.0467,73.4587,1.84
OBS-009692,MC-015,63.1384,128.7904,1.7403,69.7569,8.0598,0.1004,92.2718,0.4045
OBS-000589,MC-221,40.3866,124.4417,5.373,72.099,14.7009,0.2383,78.5799,4.1807
OBS-001620,MC-113,53.301,106.1118,2.2383,69.5253,6.6907,0.0761,72.3126,0.1
OBS-004867,MC-069,81.6297,154.7284,2.7596,81.7744,10.3517,0.0386,104.3149,0.1
OBS-002644,MC-224,59.7352,122.6363,1.3248,70.9215,7.7394,0.047,77.1489,0.2346
OBS-008819,MC-131,74.3801,128.4867,1.945,73.5625,9.2771,0.1082,91.5305,1.7178
OBS-000891,MC-130,54.7868,151.6193,6.256,83.1779,18.3895,0.2801,101.8857,3.0642
OBS-008672,MC-229,56.0191,107.8923,1.0955,69.7817,6.5074,0.1508,74.5146,0.104
OBS-000733,MC-129,54.2222,138.1472,5.917,83.9867,16.6513,0.296,92.5049,2.8298
OBS-006530,MC-075,64.7098,121.4558,1.9952,69.9488,9.1271,0.0646,91.8614,1.5424
OBS-000286,MC-185,82.418,178.2046,3.1537,88.8512,12.1845,0.1268,103.9678,1.7051
OBS-007645,MC-019,55.5326,107.8701,1.5965,69.3768,7.5495,0.0296,73.6906,0.6626
OBS-000026,MC-046,58.5534,110.6849,1.9728,68.761,7.7407,0,85.0657,0.1
OBS-009572,MC-135,46.2826,139.1232,4.7953,80.7829,16.0524,0.2576,88.2058,4.014
OBS-010259,MC-106,34.6579,125.4056,5.0726,74.3234,15.1764,0.2543,78.5076,4.4636
OBS-005615,MC-164,66.3266,117.9486,1.254,66.138,7.7018,0.1128,79.0757,0.1
OBS-011494,MC-083,86.783,192.0502,3.8207,93.0485,11.8409,0.1029,101.3532,1.5556
OBS-001827,MC-225,80.0837,176.6779,3.5137,88.4274,9.5917,0.1528,102.4971,1.6358
OBS-007612,MC-086,58.7403,119.3709,1.6466,71.1335,8.0642,0,73.9405,0.149
OBS-011152,MC-193,59.3274,105.0671,1.257,67.6612,7.7627,0.0465,83.6321,1.2063
OBS-010108,MC-042,47.2671,127.2522,4.8852,79.6986,15.8032,0.2008,89.0998,3.5474
OBS-009083,MC-195,51.8392,143.3518,5.8024,75.1568,14.6977,0.2643,91.634,3.3351
OBS-008603,MC-095,60.1974,134.5923,1.5511,68.127,8.7416,0.0567,89.0078,0.4523
OBS-011011,MC-239,104.9236,220.2203,3.6827,99.5813,13.7262,0.1216,131.7469,0.2491
OBS-007562,MC-165,55.245,131.693,1.4197,72.4232,7.2099,0.1149,89.2675,0.9316
OBS-002342,MC-087,97.575,194.2309,2.6137,98.8915,10.871,0.1291,118.4649,1.3509
OBS-011898,MC-178,61.2862,121.0053,1.6982,69.5306,7.7577,0.1279,86.8578,1.7388
OBS-007269,MC-112,71.8528,128.3125,1.9403,76.3518,9.5165,0.1213,95.036,0.7711
OBS-002912,MC-179,52.4528,135.3883,5.3729,80.4871,15.7935,0.2938,94.9543,3.7451
OBS-004119,MC-233,88.7472,193.0207,3.1452,89.8881,12.2,0.162,112.2757,1.4265
OBS-005692,MC-217,50.457,114.4268,0.8806,66.0342,6.4876,0.0876,71.0555,0.1
OBS-009448,MC-012,48.6255,141.3381,5.7159,82.0213,16.6732,0.2966,96.8519,4.0009
OBS-009192,MC-224,48.4925,140.7229,6.2897,81.918,17.028,0.2688,86.8894,2.9381
OBS-001665,MC-017,86.5093,193.6969,2.9122,90.1325,12.861,0.0967,102.988,1.9167
OBS-010859,MC-111,67.4468,113.5071,2.579,74.8671,8.0933,0.0049,88.0025,0.5118
OBS-000662,MC-145,89.7614,182.4115,2.8982,91.7209,12.014,0.1437,107.7169,1.3714
OBS-007487,MC-162,67.5479,131.6016,1.4211,75.3346,9.3985,0.1401,91.2461,0.1974
OBS-005203,MC-130,49.1433,119.0521,5.8102,77.169,16.3569,0.2521,95.867,3.3649
OBS-004782,MC-161,55.7071,114.1579,2.0085,70.1075,9.7435,0.0331,88.6891,0.5696
OBS-001458,MC-219,68.6966,125.926,1.8816,73.0159,8.3495,0.0852,86.236,0.7189
OBS-008527,MC-112,60.2473,124.6381,1.7417,72.6566,8.3774,0.0202,81.8449,0.9811
OBS-010243,MC-067,66.5212,122.0944,2.179,69.8298,7.8785,0.0714,89.8458,0.2652
OBS-004634,MC-210,72.0769,130.7449,2.2663,73.7549,9.257,0.047,92.1758,0.3182
OBS-006921,MC-163,86.3866,198.8063,2.2884,91.7663,12.1485,0.0941,103.1401,2.4966
OBS-009214,MC-203,52.4117,139.8396,6.2954,78.902,15.4082,0.2219,101.354,3.8001
OBS-011308,MC-224,64.5563,114.1452,1.6176,72.5118,8.5299,0.0505,92.1257,0.1
OBS-003230,MC-051,33.4018,113.028,4.2221,72.2831,16.5409,0.2277,75.6627,3.5582
OBS-010062,MC-112,53.3131,142.9149,5.8508,78.5363,17.0182,0.2295,88.5002,4.403
OBS-004517,MC-189,64.1738,126.5758,1.7232,74.842,9.2533,0.0658,92.2207,0.5434
OBS-002972,MC-056,45.9717,133.5957,5.2301,79.9437,14.5224,0.1968,79.6382,3.4247
OBS-009546,MC-039,51.5941,137.5277,6.5474,78.4968,15.5063,0.2708,95.3561,3.9421
OBS-011776,MC-069,69.8404,137.3748,2.2008,75.4816,10.1194,0.071,87.2567,0.8014
OBS-008408,MC-018,77.8553,151.9071,1.7687,75.2235,9.0461,0.0493,105.2736,0.5944
OBS-007391,MC-052,63.9699,106.1125,1.9211,71.613,7.1213,0.0754,84.0835,1.9829
OBS-009331,MC-233,98.2965,193.5332,3.0327,92.6057,12.1803,0.1196,116.3899,1.3632
OBS-001624,MC-083,65.5211,129.2879,1.8974,73.6002,9.1692,0.0781,92.0286,1.1329
OBS-000659,MC-077,64.1723,127.2421,1.8995,73.0189,8.2378,0.0186,85.588,0.4158
OBS-001989,MC-143,58.7839,103.2097,1.6799,69.7652,6.3405,0.081,76.0195,1.1223
OBS-009742,MC-018,58.2083,100.9703,0.9328,68.5571,7.5802,0.0785,80.7203,0.3105
OBS-009836,MC-200,45.5551,124.2551,6.2869,77.6428,17.1348,0.2685,83.7213,4.4857
OBS-008533,MC-008,57.0317,124.379,1.5174,72.0173,8.3902,0.1251,86.0185,1.2487
OBS-009015,MC-098,80.8099,185.8183,2.916,86.0147,10.7659,0.1718,97.482,1.1133
OBS-002070,MC-145,96.6168,202.0371,2.728,90.8881,10.1503,0.151,113.085,0.7487
OBS-004404,MC-088,63.448,124.321,2.2437,70.9847,8.8623,0.0449,86.7113,0.1645
OBS-006619,MC-199,60.0693,116.2373,1.6924,69.3136,8.6864,0.064,78.2739,0.841
OBS-004147,MC-111,51.8623,98.2073,0.8134,65.2847,7.2772,0.0852,64.6698,1.4433
OBS-003666,MC-189,69.1138,132.0116,2.0817,73.052,10.3504,0.0072,79.7659,1.1007
OBS-004662,MC-071,65.8088,108.4462,2.0374,71.863,7.7974,0.0708,85.6431,1.3451
OBS-001324,MC-142,68.296,124.8809,1.4826,74.5927,9.5873,0.0575,89.7616,1.0622
OBS-007667,MC-195,79.1116,175.4469,2.9943,86.6294,9.3779,0.132,101.077,2.6741
OBS-006636,MC-170,60.371,129.2215,2.1833,68.2382,6.5104,0.0409,91.3827,2.1324
OBS-001442,MC-090,52.3225,107.6838,1.6993,65.3074,6.6839,0.0894,75.6181,1.278
OBS-001503,MC-177,51.0836,142.7927,5.1525,78.3848,15.8365,0.217,93.872,3.8245
OBS-007386,MC-214,69.5193,116.8982,2.3864,70.1402,7.7566,0.0761,95.0358,0.1
OBS-011801,MC-055,86.6614,193.075,2.0793,93.1206,11.8871,0.1239,103.1915,1.5326
OBS-011744,MC-058,72.2314,129.1692,1.6452,75.5413,8.6328,0.091,91.5404,1.43
OBS-000793,MC-141,55.1077,100.1958,1.2317,68.3616,6.9389,0.0998,66.863,1.0378
OBS-002976,MC-150,58.3388,164.4333,6.2864,82.2249,17.2914,0.3205,100.5058,4.1357
OBS-010950,MC-035,54.363,98.6459,0.818,69.7335,7.9653,0.0568,72.3585,1.3829
OBS-007939,MC-146,59.3798,94.6988,1.3476,70.4499,9.0317,0.0514,69.7705,1.8264
OBS-005222,MC-158,85.0725,194.4998,2.9647,89.1765,11.3628,0.1291,104.271,0.7945
OBS-001082,MC-147,66.042,131.2757,1.8239,73.5068,8.6378,0.0657,80.4315,0.6718
OBS-006247,MC-126,90.4318,193.9752,3.3708,96.5555,11.3183,0.178,98.2332,1.1565
OBS-001063,MC-225,84.7202,185.552,2.7742,90.6708,12.1382,0.1169,104.1059,1.7861
OBS-007870,MC-176,77.2025,145.3165,1.9229,74.4116,9.6033,0.0684,101.6871,0.9433
OBS-000303,MC-187,57.3456,143.6916,5.072,81.273,17.2625,0.2329,98.3743,3.7025
OBS-011227,MC-054,65.0998,110.4769,1.3223,70.0797,7.4889,0.053,87.9773,0.866
OBS-004897,MC-010,93.2169,175.4527,4.0766,89.2033,12.0756,0.2137,95.2814,1.992
OBS-008365,MC-202,84.2899,182.7064,2.6256,87.9379,10.2745,0.1179,105.6219,1.2294
OBS-008906,MC-157,55.7918,101.3479,0.9379,67.9956,6.5887,0.0571,70.807,0.6413
OBS-004466,MC-038,46.6438,103.3627,1.5822,66.4085,5.0366,0.0842,78.7772,0.4832
OBS-005678,MC-116,88.7972,204.236,2.5835,91.6696,9.6678,0.1394,105.6882,1.3281
OBS-010828,MC-036,87.5719,192.9402,2.5704,90.8333,10.4886,0.1901,114.8628,1.5047
OBS-003599,MC-062,73.0423,128.7344,2.0564,74.4925,9.2401,0.0978,91.4807,1.4561
OBS-011014,MC-203,42.7614,125.3528,5.3585,76.6715,14.9754,0.2401,85.5673,3.4156
OBS-001169,MC-034,93.9122,188.1981,3.6421,89.3628,11.2315,0.1517,103.9625,2.5893
OBS-004753,MC-107,69.4188,158.9773,2.5087,80.6652,9.9253,0.0917,84.6095,1.876
OBS-005153,MC-209,57.4368,102.9168,1.6436,67.0634,8.4683,0.07,74.0296,0.6977
OBS-006905,MC-012,69.408,136.9811,2.0498,73.0322,9.732,0.076,86.6346,0.768
OBS-009266,MC-137,57.5735,112.6759,1.0756,72.2878,9.8606,0.0981,92.5049,0.641
OBS-000380,MC-041,48.9936,139.465,5.8806,74.138,14.8943,0.3141,73.8759,3.9068
OBS-000052,MC-027,63.7746,118.0315,1.223,72.3362,8.089,0.1365,85.0968,0.5853
OBS-001330,MC-214,53.0588,105.2632,2.3027,69.6508,7.7743,0.0538,68.9458,1.3681
OBS-007845,MC-239,97.9288,205.1827,2.6883,95.7689,12.7129,0.1386,113.5949,1.4621
OBS-006975,MC-210,63.983,113.4635,1.5649,70.2258,8.1506,0.0975,89.2188,0.7423
OBS-010345,MC-006,57.8283,143.2272,6.0987,82.006,16.131,0.3073,100.2703,3.3136
OBS-005072,MC-062,68.9847,124.4499,1.3217,68.6813,9.186,0.0985,86.3651,1.4943
OBS-011574,MC-142,53.4267,122.2681,2.2649,69.6251,9.1281,0,85.6295,1.0965
OBS-005040,MC-240,72.943,124.7795,1.4535,73.5966,8.0003,0.0637,91.1692,0.1467
OBS-011206,MC-180,86.3861,192.2599,3.3222,89.4848,9.6421,0.1505,101.1115,1.7043
OBS-010275,MC-127,64.3307,131.3999,1.3697,71.121,7.0847,0.0981,92.8199,1.0808
OBS-008332,MC-128,82.3889,172.3406,1.8454,88.529,10.0298,0.181,99.0557,1.327
OBS-000258,MC-041,58.5128,102.6206,1.2096,68.7827,7.7544,0.1146,76.1631,1.1695
OBS-011108,MC-059,53.249,145.5694,5.203,81.5748,16.1318,0.31,91.9093,3.6972
OBS-009030,MC-075,61.6087,121.6467,1.538,71.7891,8.8423,0.0616,79.1958,1.1306
OBS-009734,MC-145,69.4455,126.3254,1.9298,73.3938,8.9488,0.1114,98.9088,0.5561
OBS-009798,MC-028,75.6424,184.4833,2.7262,91.3068,11.1539,0.175,88.9532,1.5581
OBS-007763,MC-122,43.1477,98.9053,1.4357,63.4376,5.9152,0.0586,62.4899,1.828
OBS-000365,MC-234,48.4319,131.9253,5.6879,76.4932,15.4174,0.2492,88.9242,4.1242
OBS-009636,MC-240,80.1541,183.8597,2.2703,89.4841,10.2839,0.1632,101.4143,2.4031
OBS-002471,MC-201,81.3311,182.3041,2.6062,86.7501,12.2543,0.145,100.6197,1.1484
OBS-005170,MC-164,53.1211,132.7462,5.6309,77.6677,15.5204,0.2983,94.8713,3.9635
OBS-004934,MC-023,56.0033,107.0218,2.1812,67.8656,6.2637,0.0282,67.8942,0.1
OBS-011306,MC-129,61.0316,109.9841,1.4522,67.5593,7.3479,0.0598,73.3888,0.6536
OBS-005272,MC-225,58.2476,102.5047,1.4277,69.8134,9.7358,0.0369,86.8748,0.1
OBS-002575,MC-134,89.802,186.8419,3.1337,90.1914,11.4115,0.1363,111.7767,1.2341
OBS-010546,MC-222,88.5606,199.0714,2.3322,94.2626,12.2295,0.1133,114.0901,0.5868
OBS-001247,MC-200,56.1217,113.6745,1.454,72.6054,7.1537,0.0997,76.3213,0.899
OBS-011022,MC-032,53.3528,99.4075,0.1,66.8215,6.2142,0.0419,69.0913,1.0208
OBS-008004,MC-179,68.7916,131.2005,2.7994,74.1737,9.9974,0.1021,98.982,0.5995
OBS-007129,MC-096,47.2619,136.7794,4.9608,78.3954,16.2186,0.2567,85.1844,4.2142
OBS-000532,MC-169,71.1868,145.1029,2.5419,80.1292,9.8304,0.06,96.867,0.2391
OBS-002879,MC-026,97.4483,203.8298,3.4988,93.011,11.6233,0.202,128.9818,1.6507
OBS-006369,MC-162,44.952,127.0799,5.7977,73.5373,15.0735,0.2469,80.5855,3.4617
OBS-011907,MC-188,47.9607,91.3483,1.0928,63.617,5.0748,0.0924,63.8024,0.2609
OBS-004203,MC-130,85.491,192.315,2.6966,88.6554,9.9353,0.2096,107.9929,1.1085
OBS-009158,MC-090,87.8101,191.5067,2.8887,91.9772,13.0794,0.1505,116.9875,0.9849
OBS-005930,MC-224,52.7973,102.6887,1.413,66.8979,8.8489,0.1149,65.5851,1.1586
OBS-004763,MC-061,67.995,131.1631,2.2162,75.5311,7.8863,0.0696,89.4122,0.6608
OBS-007054,MC-240,65.2625,174.0124,6.678,86.5917,18.4453,0.1704,111.4365,3.8315
OBS-002387,MC-122,47.7891,125.5051,6.3422,76.3766,15.2951,0.2557,89.8813,4.3411
OBS-007719,MC-007,54.4879,102.7984,1.0,64.9569,6.4534,0.1244,79.3913,0.2259
OBS-002712,MC-097,87.6699,180.0967,3.3114,87.4352,12.7077,0.1271,106.1631,1.8465
OBS-001223,MC-106,74.7129,126.8479,2.0138,71.7685,8.229,0.0138,93.7565,0.4198
OBS-002890,MC-216,48.2444,133.5199,5.9528,77.6943,15.9761,0.2281,91.0049,4.4215
OBS-009016,MC-127,64.9495,111.9674,1.9369,72.3727,7.7058,0.0244,80.559,0.7306
OBS-001959,MC-035,74.5184,140.4279,2.4459,76.8834,10.3765,0.0801,95.7543,1.7979
OBS-011261,MC-121,98.501,215.8914,2.9013,96.9628,12.4325,0.1785,116.5815,0.3269
OBS-007488,MC-158,70.4305,143.3557,1.8117,73.0224,8.5017,0.0752,104.7388,1.5372
OBS-005545,MC-129,52.0414,111.4035,0.6648,71.6143,6.2649,0.0651,75.7919,1.0553
OBS-008054,MC-120,59.6087,101.3249,1.5039,67.1425,9.1735,0.0688,82.9051,0.194
OBS-005183,MC-119,87.1499,185.1583,3.2049,86.9782,10.387,0.1249,108.5496,0.8618
OBS-008339,MC-156,92.7236,194.3724,2.0357,93.1312,11.1356,0.125,105.3553,1.5829
OBS-001980,MC-049,90.9864,208.7777,3.4424,95.7499,12.9676,0.1411,109.1971,1.8137
OBS-004582,MC-094,41.0528,133.384,4.5867,73.6228,15.1164,0.2462,91.6921,4.0788
